property_id,transit_id,neighborhood_id,security_id,utility_id,feature_id,construction_id,address,zipcode,state,city,year_built,square_feet,property_type,bedroom_number,bathroom_number,description
836,390,421,836,836,133,133,2690 Peter Lights Suite 476,14731,NJ,Rochester,1905,706,Single Family Home,3,2,"This charming 3-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
837,867,562,837,837,996,996,444 Lee Shoals,6210,NJ,Waterbury,1912,2921,Apartment,3,3,"This charming 3-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
838,900,531,838,838,396,396,2310 Luke Tunnel,8976,CT,Elizabeth,1957,2288,Condo,2,3,"This charming 2-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
839,315,438,839,839,253,253,05372 Stevens Lights,7756,NJ,Elizabeth,1981,3306,Single Family Home,1,2,"This charming 1-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
840,513,398,840,840,988,988,8904 Thomas Extension,8227,CT,Newark,1906,1454,Townhouse,3,3,"This luxurious 3-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
841,632,311,841,841,86,86,7868 Sarah Circle,6323,CT,Hartford,1920,2717,Townhouse,5,2,"This luxurious 5-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
842,548,247,842,842,933,933,06923 Brown Squares Apt. 526,14739,CT,Syracuse,1926,1318,Apartment,2,2,"This charming 2-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
843,282,192,843,843,548,548,8218 Henderson Inlet Suite 924,14704,CT,New York,2015,2974,Condo,1,3,"This luxurious 1-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy fireplace, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
844,341,698,844,844,87,87,8488 Steven Mountains,8858,CT,Jersey City,1918,856,Apartment,3,1,"This charming 3-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
845,606,48,845,845,852,852,74121 Sherry Heights,6239,NY,Stamford,1947,2261,Single Family Home,4,1,"This luxurious 4-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
846,450,908,846,846,52,52,667 Cole Radial,6219,NY,Stamford,1963,1353,Townhouse,1,2,"This luxurious 1-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
847,911,748,847,847,596,596,1760 Donna Knoll Apt. 084,7514,NJ,Jersey City,2017,531,Townhouse,4,2,"This charming 4-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
848,557,243,848,848,687,687,4444 Adams Lodge Apt. 931,6389,NJ,Stamford,1994,2420,Condo,4,2,"This charming 4-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy fireplace, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
849,743,982,849,849,586,586,667 Benitez Unions Suite 726,11984,CT,New York,1926,1298,Condo,5,2,"This charming 5-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy fireplace, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
850,261,705,850,850,879,879,5650 Powell Ways,7392,NJ,Newark,2003,3353,Townhouse,3,3,"This charming 3-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy parking, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
851,711,895,851,851,943,943,588 Angela Walk,6113,NJ,Waterbury,1941,2241,Townhouse,3,3,"This charming 3-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
852,658,635,852,852,431,431,2673 Jennifer Station,12012,NJ,New York,1905,2312,Condo,4,1,"This luxurious 4-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy fireplace, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
853,222,682,853,853,609,609,36463 Christina Meadows Suite 070,8309,NY,Elizabeth,2005,861,Apartment,1,3,"This luxurious 1-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
854,446,658,854,854,532,532,73577 Griffin Fork,6348,NY,Waterbury,1979,1761,Single Family Home,2,2,"This charming 2-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy parking, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
855,825,146,855,855,105,105,19776 Amanda Isle,11200,CT,Rochester,1995,544,Townhouse,2,1,"This charming 2-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy parking, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
856,898,766,856,856,780,780,40191 Bradley Corners Suite 818,6231,CT,Waterbury,2008,3283,Townhouse,1,3,"This charming 1-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
857,273,418,857,857,78,78,9329 Christensen Walk,7668,NJ,Elizabeth,1930,3192,Apartment,3,2,"This luxurious 3-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
858,195,41,858,858,356,356,7585 Nash Mountains Apt. 932,14284,NY,Syracuse,1952,970,Single Family Home,2,1,"This luxurious 2-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
859,591,228,859,859,267,267,026 Torres River Apt. 242,13463,NY,Syracuse,1964,2762,Single Family Home,5,2,"This luxurious 5-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
860,363,420,860,860,936,936,37623 Kim Shoals,10929,CT,Rochester,2019,2569,Condo,1,3,"This charming 1-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
861,690,291,861,861,635,635,1068 Andrea Tunnel,12547,NJ,Albany,2013,2970,Townhouse,2,1,"This luxurious 2-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy parking, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
862,25,860,862,862,192,192,58126 Alex Vista Apt. 046,13743,NJ,Rochester,1904,2260,Apartment,3,2,"This luxurious 3-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
863,838,484,863,863,707,707,59154 Norton Summit Apt. 552,6072,CT,Waterbury,1923,770,Apartment,2,2,"This charming 2-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
864,890,116,864,864,582,582,57258 Torres Port,7207,CT,Newark,1953,1596,Apartment,2,3,"This luxurious 2-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
865,406,545,865,865,612,612,90854 Mckee Drive,12941,CT,Buffalo,1917,1332,Townhouse,2,3,"This charming 2-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy fireplace, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
866,521,665,866,866,777,777,046 Heidi Motorway,8790,NY,Newark,1902,3031,Townhouse,5,3,"This charming 5-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
867,713,636,867,867,59,59,147 Kelly Lake Apt. 077,6124,NJ,Waterbury,1900,1497,Single Family Home,1,1,"This luxurious 1-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy parking, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
868,290,10,868,868,842,842,78295 Stephen Fork Apt. 707,12920,NY,Syracuse,1927,1355,Condo,1,3,"This charming 1-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
869,70,604,869,869,994,994,469 Susan Island Apt. 073,7016,CT,Elizabeth,1994,1343,Townhouse,5,2,"This luxurious 5-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
870,609,942,870,870,170,170,924 Brian Shores,13313,CT,New York,2018,1288,Townhouse,5,1,"This charming 5-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
871,257,923,871,871,244,244,440 Jonathan Prairie,7431,CT,Elizabeth,1981,1911,Townhouse,2,2,"This luxurious 2-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
872,812,526,872,872,834,834,683 Jackson Orchard,6045,NY,Stamford,1978,1506,Townhouse,2,2,"This charming 2-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
873,372,165,873,873,475,475,2465 Thompson Branch,8252,NY,Newark,1958,552,Apartment,3,1,"This charming 3-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
874,263,299,874,874,7,7,89415 Lindsay Meadow,13525,NY,New York,1996,2410,Townhouse,5,2,"This luxurious 5-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
875,399,765,875,875,750,750,30159 Maria Burgs Suite 894,6018,CT,Waterbury,1956,1972,Apartment,2,1,"This charming 2-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
876,166,281,876,876,334,334,7946 Michael Streets Suite 345,8870,NY,Paterson,1988,725,Apartment,4,3,"This luxurious 4-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
877,349,817,877,877,675,675,69077 Owens Mill,11325,NJ,Buffalo,1912,1828,Townhouse,5,2,"This charming 5-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
878,465,308,878,878,308,308,6973 Mccarthy Isle Suite 082,6171,NY,Stamford,1925,3479,Single Family Home,4,1,"This charming 4-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
879,310,989,879,879,329,329,311 Harris Mission Apt. 311,6337,NY,Hartford,1958,3066,Townhouse,5,3,"This charming 5-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
880,30,497,880,880,644,644,9473 Katherine Forks,8245,CT,Trenton,1945,1298,Apartment,4,3,"This charming 4-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy parking, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
881,979,505,881,881,928,928,74032 Rhonda Overpass Apt. 904,8625,CT,Paterson,1964,1424,Apartment,5,3,"This charming 5-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
882,862,484,882,882,206,206,25849 Crawford Alley Suite 357,7475,CT,Elizabeth,2011,2560,Townhouse,4,2,"This charming 4-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
883,633,160,883,883,826,826,69992 Church Skyway,6015,CT,Bridgeport,1915,1847,Single Family Home,1,2,"This charming 1-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
884,123,673,884,884,947,947,73822 Johnson Lock Suite 104,6351,NY,Waterbury,1963,1675,Apartment,3,3,"This luxurious 3-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
885,742,173,885,885,527,527,651 Preston Pass Apt. 566,6249,NY,Hartford,1999,2125,Townhouse,5,1,"This charming 5-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
886,132,603,886,886,735,735,3963 Linda Forges,6311,NJ,Bridgeport,2018,592,Townhouse,2,1,"This luxurious 2-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy fireplace, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
887,75,137,887,887,182,182,7669 Danielle Prairie,6281,CT,Bridgeport,1904,2782,Townhouse,4,2,"This charming 4-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
888,298,18,888,888,347,347,5349 Camacho Crest Apt. 941,7512,NJ,Newark,1917,1546,Townhouse,3,1,"This luxurious 3-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy parking, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
889,424,624,889,889,467,467,50006 Day Fields,8230,CT,Paterson,1923,885,Condo,3,3,"This charming 3-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy parking, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
890,97,663,890,890,1,1,87176 Michael Unions,10191,NY,New York,2002,627,Apartment,3,1,"This luxurious 3-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
891,417,414,891,891,650,650,43265 Reynolds Meadow Suite 995,14260,NJ,Albany,1924,3286,Apartment,2,2,"This charming 2-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
892,157,769,892,892,963,963,936 Bill Stravenue,6366,NY,Bridgeport,1960,1185,Condo,4,2,"This luxurious 4-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
893,271,495,893,893,966,966,21894 Clifford Way,11281,NJ,Syracuse,1955,1641,Apartment,4,1,"This luxurious 4-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy parking, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
894,480,519,894,894,388,388,90605 Veronica Circles Suite 813,6130,NJ,Bridgeport,1961,2782,Condo,4,1,"This charming 4-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy parking, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
895,867,208,895,895,292,292,278 Melton Valley Suite 435,6358,NJ,Stamford,1960,667,Single Family Home,2,3,"This charming 2-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy fireplace, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
896,831,150,896,896,100,100,40817 Smith Parkway,12964,NJ,Albany,1916,2731,Condo,2,3,"This luxurious 2-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy fireplace, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
897,830,595,897,897,782,782,9427 Jonathon Shoal,6110,CT,Bridgeport,1988,1712,Townhouse,2,1,"This luxurious 2-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy fireplace, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
898,358,964,898,898,779,779,441 Lopez Station Apt. 420,8165,CT,Elizabeth,2011,1478,Single Family Home,5,1,"This luxurious 5-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
899,228,118,899,899,716,716,2545 Chavez Cove,14448,CT,New York,1919,2327,Apartment,5,1,"This luxurious 5-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
900,836,116,900,900,359,359,23864 Amber Square,10083,NJ,Rochester,2011,3466,Apartment,3,2,"This charming 3-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
901,910,536,901,901,202,202,357 Jennifer Corner Apt. 501,6215,NJ,Bridgeport,1927,1564,Condo,4,1,"This charming 4-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
902,915,315,902,902,150,150,7775 Derek Garden Apt. 708,6358,NJ,Bridgeport,1915,2910,Apartment,4,2,"This luxurious 4-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
903,338,140,903,903,668,668,199 Ian Brook,8032,NY,Elizabeth,1939,1736,Apartment,4,2,"This luxurious 4-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
904,318,55,904,904,21,21,492 Sullivan Place Apt. 658,6021,NJ,New Haven,1914,3421,Single Family Home,2,2,"This charming 2-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
905,291,321,905,905,846,846,1717 Luis Tunnel,6262,NY,New Haven,1928,1144,Single Family Home,1,1,"This luxurious 1-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
906,611,229,906,906,306,306,9844 Lee Gardens Apt. 263,6189,NY,Bridgeport,2017,1850,Single Family Home,3,2,"This charming 3-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
907,340,25,907,907,130,130,28795 Joyce Plains Apt. 753,6101,CT,Waterbury,1906,1573,Apartment,2,3,"This charming 2-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
908,499,965,908,908,887,887,8190 Fisher Freeway Suite 915,6226,NY,New Haven,2005,778,Single Family Home,1,2,"This luxurious 1-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy parking, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
909,453,42,909,909,125,125,409 Victoria Dam Suite 033,13718,NY,Rochester,1940,1351,Apartment,3,2,"This luxurious 3-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
910,588,291,910,910,415,415,0075 Roberts Pike,7394,CT,Trenton,1923,1547,Apartment,4,3,"This charming 4-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
911,918,195,911,911,127,127,195 Garcia Grove,8483,NJ,Trenton,1948,3441,Townhouse,1,2,"This charming 1-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
912,132,137,912,912,611,611,868 Smith Expressway Suite 712,14829,CT,Albany,1921,1879,Apartment,5,3,"This luxurious 5-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
913,114,932,913,913,774,774,4902 Brittany Parkway,6138,NY,New Haven,1927,3481,Single Family Home,4,3,"This luxurious 4-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
914,35,645,914,914,61,61,61395 Martin River Suite 066,6317,NY,Stamford,1910,916,Single Family Home,1,1,"This charming 1-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy parking, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
915,212,196,915,915,986,986,632 Reynolds Pines Apt. 935,8535,CT,Elizabeth,1990,2377,Townhouse,3,1,"This luxurious 3-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
916,859,421,916,916,309,309,97870 Gabriel Spurs,11314,NY,Rochester,1910,1501,Apartment,4,1,"This charming 4-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
917,713,579,917,917,713,713,5995 Harris Island,12272,NJ,Rochester,1934,2258,Townhouse,1,1,"This charming 1-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
918,490,909,918,918,496,496,3085 Rivas Burg,14196,CT,New York,1959,1288,Townhouse,3,1,"This luxurious 3-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy fireplace, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
919,463,832,919,919,949,949,381 Wilson Row,7311,NY,Jersey City,1942,1941,Condo,5,2,"This luxurious 5-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy parking, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
920,932,346,920,920,622,622,65605 Mccoy Mall Suite 668,10504,NJ,Syracuse,1943,1163,Townhouse,5,2,"This charming 5-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy fireplace, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
921,717,637,921,921,726,726,38459 Carey Freeway Suite 988,10842,CT,New York,1947,2971,Apartment,2,3,"This luxurious 2-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
922,466,793,922,922,904,904,420 Alan Meadows,6192,CT,Bridgeport,1963,783,Apartment,3,2,"This charming 3-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy fireplace, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
923,107,546,923,923,864,864,79860 Aaron Ridges,10357,CT,Syracuse,2005,3480,Single Family Home,4,3,"This luxurious 4-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy parking, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
